Timestamp,Voltage (Vt),Load (Pt),Temperature (Tt),Humidity (Ht),Wind Speed (Wt)
2024-01-01 00:00:00,237.48357076505616,19.857061788361797,11.805248730657567,81.61242417908336,11.188741011644407
2024-01-01 01:00:00,234.3086784941441,8.523706896664397,20.806853426141046,75.574795707191,21.880177206646643
2024-01-01 02:00:00,238.23844269050346,9.0622341661248,-2.8787933844497875,68.7701231141771,1.9182589003807138
2024-01-01 03:00:00,242.61514928204014,17.89454909034567,35.432737288747845,72.7577211485281,3.50704394957058
2024-01-01 04:00:00,233.82923312638331,14.678311763104167,-20.70750327745207,63.603447109938976,12.015647043525536
2024-01-01 05:00:00,233.8293152152541,12.724141080231181,31.831142232580437,66.0422611459285,1.3439629666232555
2024-01-01 06:00:00,242.89606407753695,20.078139419972352,9.32221707362257,64.42050462302095,0.0
2024-01-01 07:00:00,238.83717364576455,15.937296910444553,25.03869721407391,59.99877508744893,0.06522840380245398
2024-01-01 08:00:00,232.65262807032525,15.26228693444722,15.457606514389191,75.06747767662563,12.572854115512332
2024-01-01 09:00:00,237.7128002179298,18.89914320377525,15.190516163662029,67.22564212400789,21.30530816325475
2024-01-01 10:00:00,232.68291153593768,13.124455025282177,18.313817140397816,42.385699377860846,21.51366534392826
2024-01-01 11:00:00,232.6713512321487,22.84259492736277,22.135814336316677,70.57748771045307,30.879154325390914
2024-01-01 12:00:00,236.20981135783018,11.059761883834959,5.0675376011914,64.9449413275861,16.016651175708603
2024-01-01 13:00:00,225.43359877671102,18.28464533171044,25.521986957893546,72.22826937830197,17.36200512328828
2024-01-01 14:00:00,226.37541083743483,22.169164193299224,-6.267059353681752,57.91586172769943,12.495929629716557
2024-01-01 15:00:00,232.18856235379513,8.1135225536395,9.92004140010813,76.23480627534316,12.98173534263991
2024-01-01 16:00:00,229.93584439832787,13.283324120737754,22.539548864084153,58.77182898267686,35.80545331595212
2024-01-01 17:00:00,236.57123666297636,20.71103696442779,24.92526369423834,74.47759373201089,17.61351437255032
2024-01-01 18:00:00,230.45987962239394,20.786222738655127,16.911832723921016,50.87056968098978,18.482742690941215
2024-01-01 19:00:00,227.93848149332354,14.142521998058804,4.099113430663966,52.25491891802095,3.548856970830336
2024-01-01 20:00:00,242.32824384460778,11.326644531615703,23.450616675530554,72.0410504642025,19.10422274905068
2024-01-01 21:00:00,233.87111849756732,19.779679111653813,-0.04049358678130055,53.364532125105114,21.583319793234644
2024-01-01 22:00:00,235.33764102343963,20.917745512908024,36.27113610623367,100.0,26.103101279378656
2024-01-01 23:00:00,227.8762590689327,9.176683257438025,8.729936537505036,71.32889973558053,21.300845249015016
2024-01-02 00:00:00,232.27808637737408,8.980431755168098,-13.094385413089409,60.498469723084014,13.732617719160165
2024-01-02 01:00:00,235.55461294854933,16.126283409918,-7.920252020248277,76.39801553517698,13.305766871367911
2024-01-02 02:00:00,229.24503211288848,18.146803167144462,10.654654553193813,50.38639180046967,14.279193212310972
2024-01-02 03:00:00,236.87849009172837,13.504654573849725,12.097379069890797,78.46029638466035,16.071870435609032
2024-01-02 04:00:00,231.99680655040598,18.396469099911748,39.54485027426643,77.90470433327064,27.676504408061785
2024-01-02 05:00:00,233.5415312510336,11.44931696581309,-5.577490064213396,85.070681155591,25.726395492012074
2024-01-02 06:00:00,231.99146693885302,4.426532004631323,10.591932989558961,51.18380937302845,22.529109537257803
2024-01-02 07:00:00,244.26139092254468,12.88049463833702,-5.8913211062308495,35.5453349172451,35.292099804702985
2024-01-02 08:00:00,234.93251387631034,15.316160732565505,2.6101772017989493,47.796907215949034,0.0
2024-01-02 09:00:00,229.7114453552205,13.620800200517717,35.259580451040065,54.36738968054506,10.399414256739693
2024-01-02 10:00:00,239.11272456051594,9.206983681702575,-7.045043347339863,93.3442320170351,14.887273808856172
2024-01-02 11:00:00,228.8957817501449,5.921755120605912,18.805636361017505,100.0,8.27770526039027
2024-01-02 12:00:00,236.04431797502377,12.429555978160511,15.893610385215874,66.89324609287965,5.70249275347609
2024-01-02 13:00:00,225.2016493806011,19.48827885824872,9.637428604626871,60.18781216037198,0.0
2024-01-02 14:00:00,228.35906975550785,21.280987197068413,17.791549347876064,53.00184339051578,11.886713879157375
2024-01-02 15:00:00,235.98430617934562,20.938566920692274,-7.400305729149331,76.49380700421735,23.94027053841831
2024-01-02 16:00:00,238.69233289997706,10.920452324257235,34.84483761705336,100.0,22.73936342304273
2024-01-02 17:00:00,235.85684140594987,9.231468381848181,38.87268242685282,95.71701782376543,7.478701137592982
2024-01-02 18:00:00,234.4217585880588,17.483173074899476,10.7065704663897,82.75953225211667,17.202450785316863
2024-01-02 19:00:00,233.49448152205355,18.175500057989627,40.0,82.46605062227712,28.575998152160913
2024-01-02 20:00:00,227.60739004816287,17.000848026002487,4.014581026751193,76.64619772508229,0.0
2024-01-02 21:00:00,231.40077895802645,4.929683628811183,16.006479907844202,59.054187085829305,13.411640196274707
2024-01-02 22:00:00,232.69680614520107,10.665577075582668,31.478335956617702,45.26903554918408,17.864962908089396
2024-01-02 23:00:00,240.28561113109458,14.851556048570108,3.1149330966563573,59.58371821344117,15.100153400367905
2024-01-03 00:00:00,236.7180914478423,17.436090973152137,-10.723235883191574,68.44679204262707,23.506333940173942
2024-01-03 01:00:00,226.18479922318633,18.836536813012433,-14.175755984282809,30.927322025634098,0.02173970338134268
2024-01-03 02:00:00,236.620419846974,15.7212676114102,40.0,56.94098541267582,4.941813392025869
2024-01-03 03:00:00,233.07458859791842,16.65391903269118,2.064630240418335,43.48135290817453,21.820413426959956
2024-01-03 04:00:00,231.61538999847022,15.42432729180552,7.21394854872252,80.27682322136283,0.0
2024-01-03 05:00:00,238.05838144420434,18.428096871092414,-6.691461174815817,49.00583195686579,23.117678410332765
2024-01-03 06:00:00,240.15499761247975,16.564328257454555,24.225089189937826,66.56440663961975,19.498181562319132
2024-01-03 07:00:00,239.656400595581,15.328688300236436,-1.7233978883687744,45.99959414128847,22.41919739705361
2024-01-03 08:00:00,230.8039123838868,13.658156004313096,2.6310545850801716,91.95398651921832,10.30710347240296
2024-01-03 09:00:00,233.4539381207439,15.406457125212405,14.492806291242406,25.98486126930829,20.098384367134518
2024-01-03 10:00:00,236.6563171570178,17.422956894196375,-5.960688908683586,69.51680753687933,3.2771242984921294
2024-01-03 11:00:00,239.8777256356118,16.337376944490305,7.321265957286619,34.45484663120135,10.854950575336806
2024-01-03 12:00:00,232.60412881077355,16.904132091726268,31.03314384254905,49.81334699030298,15.363389402775333
2024-01-03 13:00:00,234.0717051166809,21.713609306755927,16.423815962752947,64.1237340736901,6.012505754430903
2024-01-03 14:00:00,229.46832512996986,16.325819613732936,11.958134386425376,65.10714062633676,17.181068680342612
2024-01-03 15:00:00,229.01896687959663,11.755007397634213,13.222970641957975,64.58533682190826,3.557927712067343
2024-01-03 16:00:00,239.06262911197098,19.418033929970846,4.162973560351544,63.034982819510006,17.68650809835011
